,Hotel_Name,City_Name,country_name,Rating,Price/Night,Amenities,Description,Review1,Review2
75,Golden Roots Resorts & Spa,paro,Bhutan,4.2,4283,"['Indoor Entertainment', 'Conference Room', 'Laundry Service', 'Spa']","Nishiphu Paro ., Pincode- 12001","Spacious rooms. 2 room heaters, an electric kettle and wifi is available 24x7. A nice balcony with view of tiger's nest. In house restaurant is available which serves any kind of food veg & non-veg both. order for dinner has to be given by 7:30 in the evening. Quality of food is very good. Staffs are polite and they respond very quickly. Spa, stone bath etc. are available although it is costly compared to local price.
Very Safe, Room heater, Hot water, Wifi, Electric Kettle, Behaviour of the staffs, prompt response of the staffs, in-house restaurant with good quality food, room service.",It was an awesome experience.The location is just beside the mountains.You will get a view of tiger nest from there. There is a sweet sound of the Paro river from the resort only during night. The rooms are very clean and staffs are well cooperated. Foods are awesome. I will definitely recommend others to stay there.
76,Nirvana Lodge & Homestay,paro,Bhutan,4,1379,"['Free Internet', 'Air Conditioning', 'Indoor Entertainment', 'Conference Room']","Satsam Chorten, Paro , Pincode- 12001","Staff behavior, amenities and services were excellent. Location was perfect. There was dining facility There was no complimentary services.","Staff behavior, amenities and services were nice. Location was far from city. There was dining facility. Free breakfast was complimentary services."
77,Hotel Khamsum,paro,Bhutan,4.5,1930,"['Free Internet', 'Travel Assistance', 'Laundry Service', 'Room Service']","Hotel Khamsun , Tshongdue Opposite To Municipal Office, Po 12001 Paro",Central Location. Near to Taxi stand. Nice food. Heater was working and the room was clean. Loved the stay in Paro for our visit to Tiger nest,"First thing delighted me is the excellent customer service. They try their best to keep you happy with respect to the room and food. Deluxe room sizes are good (superior rooms should be bit compact for the couples, but still rooms are good). Food is kinda of ok, not great compared to few local shops.
Hot water, Room Heater and Bed heater hs available - Much needed for winter travellers.
Finally awesome location, walkable to local market , restaurants and shops near by.
Overall a good stay, but food taste needs to be improved."
78,Sinchula Villa,paro,Bhutan,4.3,2440,"['Free Internet', 'Parking Facility', 'Conference Room', 'Outdoor Activities']","Samarlungkha, Geptey, Paro , Pincode- 123456","Beautiful room with wooden finish, we stayed in room no 301 which has an exclusive big semi circular verandah facing the mountains & additional drawing room. Both rooms are very spacious. Foods are also very good and very tasty. Overall an amazing place to spend time.","Homely stay, room & restaurant are good, foods are tasty, Manager & the staffs are well behaved & smart.
Homely stay."
79,Hotel Dragon Bondey,paro,Bhutan,4.6,1505,"['Laundry Service', 'Spa', 'Room Service', 'Restaurant/Coffee Shop']","Hotel Dragon Bondey, Paro , Pincode- 12001",The facilities and the hospitality which I have got from this property was complete satisfying. Service from the hotel was excellent. Location of the property is also not difficult to locate. Overall it was value for money hotel.,"Very nice hotel to stay.
good for family and solo traveller
neat and clean room"
80,Hotel New Yardroling,thimphu,Bhutan,3.7,1188,"['Smoking Rooms Available', 'Power backup', 'Daily housekeeping', 'Free Internet']","Babesa Express Way Near Flyover Changbangdu, Pincode- 11001, Thimphu","The location of the hotel was just 1.5 kms away from the city centre. The room was very spacious and the bathroom, apart from being very spacious, was neat and clean. The room service was good and the staff too was very cordial. The view from the hotel window is eve inspiring. Overall, this hotel is worth staying.",The room was comfortable and spacious. Neatness of the room and the washroom was both perfect. I had no issues with the staff conduct and their services was also good.
81,Bhutan Boutique Residency,thimphu,Bhutan,4.5,2676,"['Free Internet', 'Indoor Entertainment', 'Travel Assistance', 'Laundry Service']","Norzin Lam, Thimphu, Below Newly Constructed Car Park And Osel Hotel., Pincode- 11001, Bhutan",it was good experience in this hotel,Good rooms. Nice hospitality
82,Bhutan Suites Thimphu,thimphu,Bhutan,4.5,5729,"['Free Internet', 'Indoor Entertainment', 'Outdoor Activities', 'Travel Assistance']","Post Box 959, Changangkha, Thimphu , Pincode- 123456","It was great
Rooms were way too big
Staff was polite
I was happy with my stay here","Overall quality of the hotel was good. Room quality and infrastructure was as good as expected. Bit far from Thimpu city. Food lacks taste and price was too high.
Rooms were large with excellent view of thimpu city."
83,Silverpine Boutique,thimphu,Bhutan,4.7,2310,"['Free Internet', 'Indoor Entertainment', 'Conference Room', 'Travel Assistance']","Near Welcome Gate , Pincode- 11001 Thimphu",I really liked the ambiance of the property and as per cleanliness and hygiene both the room and the washroom was perfect. The people here in this property is very nice and helpful. I have tried food here and the quality and tastewise it was also good. Overall my stay was pleasant for the good hospitality.,The hospitality and the facilities were good however the heater was not working. Cleanliness of the room and the washroom were quite good. Food provision is available in the property and it was also good. The location of the property is average.
84,Ariya Hotel,thimphu,Bhutan,4.5,6721,"['Air Conditioning', 'Banquet hall', 'Business Services', 'Restaurant/Coffee Shop']","Olakha, Thimphu 11001, Bhutan, Pincode- 123456",Everything was fine and up to the mark. Services were good. Rooms were comfortable to stay. Location wise also it was fine and accessible easily. So 4/5 for the entire stay.,"The hotel was excellent, services was very good. Location was not that good because it was not on the main streets it is on the bipass road."
85,Lhaki Yangchak Residency,thimphu,Bhutan,4.5,2336,"['Free Internet', 'Indoor Entertainment', 'Conference Room', 'Outdoor Activities']","Bebena Jungshina Thimphu , Pincode- 11001",Very far from main city. But very good service and food.,"stay is good,but food os not upto mark and expensive"
86,Tara Phendeyling Hotel,thimphu,Bhutan,4.5,4640,"['Air Conditioning', 'Room Service', 'Business Services', 'Restaurant/Coffee Shop']","Olakha Lam, Thimphu, Bhutan., Pincode- 123456",Hotel Staff is very friendly and service is excellent.,Review not found
87,Hotel Phuntsho Pelri,thimphu,Bhutan,3.5,3696,"['Free Internet', 'Indoor Entertainment', 'Travel Assistance', 'Laundry Service']","Phendey Lam, Po Box 159, Thimphu , Pincode- 123456",I had a comfortable stay in this property as I am very much self satisfied with their facilities and services.,"There is no mini bar in rooms and restaurant closes at 8.30pm. Even room service closes by 9pm. It seems to be a trap to kill you hungry!
Neighbourhood is very noisy! Drunk youths and nearby construction equipments will keep you awake whole night!"
88,Walk Inn,thimphu,Bhutan,4.2,2640,"['Room Service', 'Restaurant/Coffee Shop']","Thimphu Main Town, Norzin Lam, Oppostie To Clock Tower, Pincode- 11001",rooms are big enough for 3 people. clean washrooms. staff is cooperative. only problem is food which is not that good.,Great Hotel and Service. The hotel staffs were very helpful and cooperative especially Mr. Thinley ( Manager). Excellent hospitality. The hotel is in the main market and 1 min from Clock tower.
89,Jambayang Resort,thimphu,Bhutan,4,3610,"['Room Service', 'Business Services', 'Restaurant/Coffee Shop', 'Laundry Service']","Above Dechhen Lam, Thimphu, Pincode- 583, Bhutan","Staff behavior, amenities and services were nice. Owner was speaking in rude language. Location was nice. There was dining facility. Complimentary breakfast was given.",The stay was good. It was a little bit far from the main city. The ambiance and the view of the property were very nice. Services were all good. Breakfast that I tried there was tasty. Free wifi services were also provided.
90,Generator Paris,paris,France,4,1709,"['Power backup', 'Business Services', 'Restaurant/Coffee Shop', 'Laundry Service']","9 - 11 Place Du Colonel Fabien, 10Th Arr., 75010 Paris , Île-De-",Can't describe the beauty of this gorgeous & stunning hostel in words. Had one the most beautiful time here staying in this Hostel which is nothing short of a 5 Star Hotel 🌟🌟🌟🌟🌟. The best party is they hosted a fabulous new year party in their night club and gave free entry to all their guests who have booked accommodation during this period. ( pics attached ). It turned out to be one of my best new year celebrations & to have it in one of the most beautiful cities in the world - Paris mad ...more,"Honestly speaking, it was one of the best Hostels I have ever stayed in my life while traveling across the globe. To call it a Hostel is a understatement will be injustice as this place resembles a 5 star hotel with all it's grandeur, facilities and amenities provided to travelers. They hosted one of the best 2020 New Year Parties in their Night Club and gave free access to all the in-house guests and turned out to be best one of the best new year parties of my life ❤️. Excellent & Comfy beds, Y ...more"
91,Hotel De Castiglione,paris,France,3,8310,"['Free Internet', 'Air Conditioning', 'Indoor Entertainment', 'Parking Facility']","38-40, Rue Du Faubourg Saint-Honore 75008 Paris , Île-De-",Here staffs are very nice and helpful. Foods are also nice and have varieties. Location is also nice and very peaceful. We really had an amazing time,"excellent hotel , friendly staff , good food , very clean, nice swimming pools, staff always there to help , i recommended to all people's.."
92,Novotel Paris Centre Tour Eiffel,paris,France,3.5,11912,"['Parking Facility', 'Room Service', 'Business Services', 'Restaurant/Coffee Shop']","61 Quai De Grenelle
75015
Paris
France, Île-De-France","Food quality, amenities and service not value for money.",Review not found
93,Fraser Suites Harmonie,paris,France,4,11512,"['Air Conditioning', 'Parking Facility', 'Banquet hall', 'Business Services']","6 Boulevard De Neuilly, Paris La Defense, 92400 Courbevoie, France, Île-De-France","Everything was very smooth.Quite helpful reception.Highly recomended
Promptness in dealing with our requirements","everything great, no complaints"
94,ibis Paris CDG Airport,paris,France,4.5,6315,"['Free Internet', 'Air Conditioning', 'Parking Facility', 'Conference Room']","3 Rue De Bruxelles, Pincode- 92390, Paris , Île-De-",Just 3 minutes walk from terminal 3.Even of you are lnding at other terminals there is a free terminal transfer shuttle inside the airport and you can reach hotel easily,"very nice hotel near by CDGAirport comfortable good reception returned to Barcelona sameday enhance
enjoyed"
95,Hotel Median Paris Porte De Versailles,paris,France,4,13695,"['Free Internet', 'Air Conditioning', 'Indoor Entertainment', 'Parking Facility']","1 Boulevard Victor 75015, Paris , Île-De-",excellent location and good hospitality. the rooms were too small though,"ideally located...full marksnon location ...metro , tram station just outside the hotel , rooms are little small but in all a good hotel"
96,Aparthotel Adagio Paris Centre Tour Eiffel,paris,France,3.5,10233,"['Free Internet', 'Air Conditioning', 'Swimming Pool', 'Indoor Entertainment']","14 Rue Du Theatre, Pincode- 75015, Paris , Île-De-",Location is good and gives a very good view of the eiffel. giving a lesser rating because i left a few items at the hotel & they didnt respond to my email requests properly nor helped me,Review not found
97,Villa Eugenie Paris,paris,France,3.5,9389,"['Free Internet', 'Indoor Entertainment', 'Parking Facility', 'Airport Transfer (on Demand)']","167 Rue De Rome 75017 Paris, Île-De-",A nice place to stay.... Close to Metro station,Review not found
98,ibis Paris Coeur d'Orly Airport,paris,France,3.5,5596,"['Parking Facility', 'Business Services', 'Restaurant/Coffee Shop', 'Free Internet']","19 Promenade D'Orly, Pincode- 91550, Paris, Val-De-Marne, France",Review not found,Review not found
99,Fraser Suites Le Claridge Champs - Elysees,paris,France,4,24240,"['Parking Facility', 'Banquet hall', 'Business Services', 'Restaurant/Coffee Shop']","74 Avenue Des Champs-Elysees, 8Th Arr., 75008 Paris, France, Île-De-France","Staff behavior, amenities and services were nice. Location was great. There was dining facility but I didn't availed it as we were vegetarian. There was no complimentary services.",Review not found
100,Landmark Plaza Hotel,dubai,United Arab Emirates,4.2,2582,"['Free Internet', 'Air Conditioning', 'Indoor Entertainment', 'Conference Room']","Al Nasser Square Deira, Dubai, Pincode- 42222","Location of hotel is good, near metro station.. Overall experience is good. Buffet breakfast has large spread of choices. Room maintainence is very good. Front office staff is very helpful. Everyday mrng I left untidy and when I returned at night, housekeeping made room clean and tidy.",The hotel was located closed to Metro station at good location.
101,Golden Sands Hotel Apartments,dubai,United Arab Emirates,4,2027,[],"Al Mankhool Road, Bur Dubai, Dubai, P.O. Box 9168","It's best budget apartment in that location, near to Burjuman Metro station, cab from hotel will take 11-13 AED, facilities are perfect and best is daily room service. if you are fine with the location just book this apartment the basic households will allow you cook quick meal in room. 5 stars for service, early check-in is also permitted subjectively.","Hotel was very nice with all the facilities like utensils, electric kettle, fridge, oven, stove, iron, washing machine and dryer, have a nice view from balcony and a swimming pool, the hotel staff was very polite and room service was also good.
Two spacious rooms with two bathrooms, and no restrictions."
102,Pearl Park Deluxe Hotel Apartment,dubai,United Arab Emirates,4.2,1496,"['Free Internet', 'Swimming Pool', 'Conference Room', 'Laundry Service']","Rigga Al Buteen Street, Dubai 126012 - Dubai, Pincode- 29016","It has been a pleasant experience so far. Felt very convenient to cook and almost live like at home. Location is very strategic and central. Extremely easy to take a taxi, bus or metro to travel anywhere, while being very close to the airport as well.","Good hotel and very friendly hotel staff
Good food"
